Quantity,UnitPrice,CustomerID,KMeans,KMeans++,DBSCAN,Hierarchical,GMM,AutoEncoder,MLP
4,0.55,17530.0,0,0,0,3,0,0,0
4,0.85,12841.0,1,1,0,0,1,1,1
2,125.0,13418.0,2,2,-1,1,2,1,2
288,1.06,14646.0,3,3,-1,0,3,2,3
30,2.08,13139.0,1,1,0,0,1,1,1
1,2.95,16907.0,0,0,0,3,0,0,0
12,0.42,12395.0,1,1,0,0,1,1,1
1,0.85,14506.0,1,1,0,0,1,3,1
2,1.25,16794.0,0,0,0,3,0,0,0
10,4.95,14360.0,1,1,0,0,1,1,1
3,7.95,16593.0,0,0,0,3,1,3,0
25,0.42,15805.0,0,0,0,0,0,0,0
12,1.45,15358.0,0,0,0,0,0,3,0
3,4.95,17211.0,0,0,0,3,0,3,0
6,2.95,12708.0,1,1,0,0,1,1,1
6,2.55,15240.0,1,1,0,0,0,3,0
24,0.85,13265.0,1,1,0,0,1,1,1
20,0.85,13081.0,1,1,0,0,1,1,1
10,2.08,17049.0,0,0,0,3,0,0,0
24,1.25,13777.0,1,1,0,0,1,1,1
12,1.25,13018.0,1,1,0,0,1,1,1
12,4.15,12477.0,1,1,0,0,1,1,1
1,7.95,16915.0,0,0,0,3,1,3,0
4,1.65,17454.0,0,0,0,3,0,0,0
2,2.95,17238.0,0,0,0,3,0,0,0
1,2.95,13969.0,1,1,0,0,1,1,1
96,0.85,17677.0,0,0,0,3,3,0,0
2,7.95,14948.0,1,1,0,1,1,1,1
5,1.65,14415.0,1,1,0,0,1,3,1
10,1.95,13363.0,1,1,0,0,1,1,1
1,3.75,13642.0,1,1,0,0,1,1,1
1,2.95,18069.0,0,0,0,3,0,0,0
3,2.25,17585.0,0,0,0,3,0,0,0
12,2.1,15342.0,0,0,0,0,0,3,0
12,0.83,15116.0,0,0,0,0,0,3,0
6,4.95,16729.0,0,0,0,3,0,3,0
6,0.19,17323.0,0,0,0,3,0,0,0
10,0.39,15005.0,0,0,0,0,0,3,0
12,0.42,17189.0,0,0,0,3,0,0,0
1,0.55,16813.0,0,0,0,3,0,0,0
3,4.15,14505.0,1,1,0,0,1,1,1
12,2.08,16912.0,0,0,0,3,0,0,0
1,1.25,17614.0,0,0,0,3,0,0,0
2,1.45,17545.0,0,0,0,3,0,0,0
4,0.42,17387.0,0,0,0,3,0,0,0
11,1.65,14534.0,1,1,0,0,1,3,1
6,2.95,15358.0,0,0,0,0,0,3,0
2,7.95,16558.0,0,0,0,3,1,3,0
12,0.39,14796.0,1,1,0,0,1,3,1
12,0.83,15622.0,0,0,0,3,0,3,0
6,2.1,16180.0,0,0,0,3,0,3,0
-2,1.65,13430.0,1,1,0,0,1,1,1
10,1.65,15365.0,0,0,0,0,0,3,0
5,1.45,14659.0,1,1,0,0,1,3,1
1,1.25,16910.0,0,0,0,3,0,0,0
24,0.55,16092.0,0,0,0,3,0,0,0
12,1.25,13348.0,1,1,0,0,1,1,1
2,1.25,12748.0,1,1,0,0,1,1,1
12,0.42,13458.0,1,1,0,0,1,1,1
2,1.65,12757.0,1,1,0,0,1,1,1
11,0.29,13212.0,1,1,0,0,1,1,1
8,0.83,12688.0,1,1,0,0,1,1,1
1,3.75,17107.0,0,0,0,3,0,0,0
24,0.42,13767.0,1,1,0,0,1,3,1
2,7.95,13487.0,1,1,0,1,1,1,1
3,2.95,16774.0,0,0,0,3,0,0,0
12,4.95,14390.0,1,1,0,0,1,1,1
12,1.25,14775.0,1,1,0,0,1,3,1
2,2.95,13137.0,1,1,0,0,1,1,1
8,11.15,14646.0,1,1,0,1,1,1,1
6,2.08,14606.0,1,1,0,0,1,3,1
20,2.08,17082.0,0,0,0,3,0,0,0
16,4.95,12668.0,1,1,0,0,1,1,1
2,9.95,16309.0,1,1,0,3,1,3,1
-1,1.49,14796.0,1,1,0,0,0,3,1
6,0.85,17611.0,0,0,0,3,0,0,0
24,0.42,17750.0,0,0,0,3,0,0,0
3,0.29,14083.0,1,1,0,0,1,3,1
3,4.95,13355.0,1,1,0,0,1,1,1
1,3.75,16033.0,0,0,0,3,0,3,0
-12,2.95,12657.0,1,1,0,0,1,1,1
48,0.42,13141.0,1,1,0,0,1,1,1
12,1.25,17017.0,0,0,0,3,0,0,0
1,2.55,15581.0,0,0,0,3,0,3,0
10,1.25,12378.0,1,1,0,0,1,1,1
6,4.95,12598.0,1,1,0,0,1,1,1
6,2.89,12757.0,1,1,0,0,1,1,1
6,1.65,12484.0,1,1,0,0,1,1,1
2,2.55,17265.0,0,0,0,3,0,0,0
20,2.1,13098.0,1,1,0,0,1,1,1
-1,4.25,15513.0,0,0,0,0,1,3,0
8,1.95,13510.0,1,1,0,0,1,1,1
3,2.1,16549.0,0,0,0,3,0,0,0
2,1.65,13956.0,1,1,0,0,1,1,1
1,0.21,13077.0,1,1,0,0,1,1,1
10,1.65,17685.0,0,0,0,3,0,0,0
48,0.29,15757.0,0,0,0,0,1,0,0
100,1.25,15061.0,1,1,0,0,1,0,1
4,6.25,16229.0,0,0,0,3,1,3,0
12,0.85,13659.0,1,1,0,0,1,1,1
1,3.75,17027.0,0,0,0,3,0,3,0
48,0.42,14525.0,1,1,0,0,1,3,1
10,2.08,12553.0,1,1,0,0,1,1,1
1,1.25,14446.0,1,1,0,0,1,3,1
6,12.75,14226.0,1,1,0,1,1,1,1
6,2.95,16265.0,0,0,0,3,0,3,0
-1,1.65,17677.0,0,0,0,3,0,0,0
5,0.65,17059.0,0,0,0,3,0,0,0
6,2.1,13505.0,1,1,0,0,1,1,1
12,1.45,16140.0,0,0,0,3,0,0,0
25,0.42,12705.0,1,1,0,0,1,1,1
1,2.95,14456.0,1,1,0,0,1,1,1
24,0.12,17719.0,0,0,0,3,0,0,0
2,4.95,16023.0,0,0,0,3,0,3,0
24,0.21,14342.0,1,1,0,0,1,3,1
2,4.95,17841.0,0,0,0,3,0,0,0
2,4.25,13230.0,1,1,0,0,1,1,1
6,0.83,16033.0,0,0,0,3,0,0,0
4,0.85,15993.0,0,0,0,3,0,0,0
2,1.95,17073.0,0,0,0,3,0,0,0
3,2.25,13097.0,1,1,0,0,1,1,1
3,1.65,15443.0,0,0,0,3,0,3,0
4,4.15,15301.0,1,1,0,0,1,3,1
24,3.25,14646.0,1,1,0,0,1,3,1
1,1.25,14606.0,1,1,0,0,1,3,1
2,8.5,17647.0,0,0,0,3,0,3,0
12,2.95,15557.0,0,0,0,3,0,3,0
576,0.53,12415.0,3,3,-1,2,3,2,3
192,1.06,15311.0,1,1,1,0,3,0,1
6,2.95,13475.0,1,1,0,0,1,1,1
2,4.95,15022.0,1,1,0,0,1,1,1
1,2.55,14978.0,1,1,0,0,1,3,1
16,1.25,13381.0,1,1,0,0,1,1,1
2,3.75,17841.0,0,0,0,3,0,0,0
2,1.25,16161.0,0,0,0,3,0,0,0
1,1.45,14506.0,1,1,0,0,1,3,1
2,3.75,13176.0,1,1,0,0,1,1,1
24,0.42,14911.0,1,1,0,0,1,3,1
8,3.75,12709.0,1,1,0,0,1,1,1
4,0.55,14159.0,1,1,0,0,1,3,1
24,2.08,12471.0,1,1,0,0,1,1,1
6,1.45,15601.0,0,0,0,3,0,3,0
12,1.25,14606.0,1,1,0,0,1,3,1
12,0.85,16422.0,0,0,0,3,0,0,0
100,1.65,15311.0,1,1,0,0,1,0,1
48,4.25,13340.0,1,1,0,0,1,1,1
6,2.08,14936.0,1,1,0,0,1,3,1
12,1.25,15764.0,0,0,0,3,0,3,0
28,0.21,12700.0,1,1,0,0,1,1,1
12,1.45,16255.0,0,0,0,3,0,0,0
-2,2.08,13447.0,1,1,0,0,1,1,1
2,2.1,14978.0,1,1,0,0,0,3,1
10,1.65,14049.0,1,1,0,0,1,1,1
-2,2.1,13148.0,1,1,0,0,1,1,1
1,1.65,17315.0,0,0,0,3,0,0,0
12,1.45,14021.0,1,1,0,0,1,1,1
1,1.25,16931.0,0,0,0,3,0,0,0
50,0.42,17511.0,0,0,0,3,0,0,0
12,1.45,16455.0,0,0,0,3,0,0,0
6,2.1,14154.0,1,1,0,0,1,1,1
2,0.55,15039.0,0,0,0,0,0,3,0
2,2.1,16426.0,0,0,0,3,0,3,0
24,1.25,16985.0,0,0,0,3,0,0,0
4,3.75,13988.0,1,1,0,0,1,1,1
6,1.65,14329.0,1,1,0,0,1,3,1
24,0.85,14298.0,1,1,0,0,1,3,1
12,1.65,18062.0,0,0,0,3,0,0,0
4,4.25,12371.0,1,1,0,0,1,1,1
1,0.55,17979.0,0,0,0,3,0,0,0
1,8.5,17764.0,0,0,0,3,0,3,0
3,0.85,14506.0,1,1,0,0,1,3,1
1,1.63,14096.0,1,1,0,0,1,1,1
52,1.79,14808.0,1,1,0,0,1,3,1
600,0.65,18092.0,3,3,-1,2,3,2,3
24,0.42,13627.0,1,1,0,0,1,1,1
5,1.65,16426.0,0,0,0,3,0,0,0
25,0.42,15544.0,0,0,0,0,1,0,0
1,0.39,13685.0,1,1,0,0,1,1,1
36,0.39,14591.0,1,1,0,0,1,3,1
12,1.25,18257.0,0,0,0,3,0,0,0
12,2.95,14051.0,1,1,0,0,1,1,1
2,0.65,17297.0,0,0,0,3,0,0,0
6,4.25,15539.0,0,0,0,0,0,3,0
3,2.1,17595.0,0,0,0,3,0,0,0
12,0.85,13969.0,1,1,0,0,1,3,1
1,0.79,16426.0,0,0,0,3,0,0,0
2,7.95,14978.0,1,1,0,1,1,1,1
24,0.79,13890.0,1,1,0,0,1,3,1
1,3.75,14456.0,1,1,0,0,1,1,1
4,3.25,17091.0,0,0,0,3,0,0,0
8,7.95,12616.0,1,1,0,1,1,1,1
24,1.25,15544.0,0,0,0,0,0,3,0
20,1.25,13534.0,1,1,0,0,1,1,1
24,1.25,13368.0,1,1,0,0,1,1,1
1,7.95,14083.0,1,1,0,1,1,1,1
12,2.1,13224.0,1,1,0,0,1,1,1
10,0.85,14961.0,1,1,0,0,0,3,1
6,1.06,16440.0,0,0,0,3,0,0,0
1,2.55,13569.0,1,1,0,0,1,1,1
1,0.85,14606.0,1,1,0,0,1,3,1
4,0.85,17841.0,0,0,0,3,0,0,0
1,0.55,16241.0,0,0,0,3,0,0,0
1,2.1,15005.0,1,1,0,0,0,3,1
2,1.25,13601.0,1,1,0,0,1,1,1
1,12.5,14911.0,1,1,0,1,1,1,1
480,0.4,13027.0,3,3,-1,2,3,2,3
1,0.95,15532.0,0,0,0,3,0,3,0
1,4.95,13601.0,1,1,0,0,1,1,1
24,1.45,12610.0,1,1,0,0,1,1,1
6,2.55,15654.0,0,0,0,3,0,3,0
6,2.89,12957.0,1,1,0,0,1,1,1
1,3.75,15311.0,1,1,0,0,1,3,1
12,1.25,16824.0,0,0,0,3,0,0,0
10,2.08,12521.0,1,1,0,0,1,1,1
24,1.25,16817.0,0,0,0,3,0,0,0
1,1.95,14529.0,1,1,0,0,1,3,1
1,15.0,15654.0,1,1,0,1,1,1,1
48,2.55,12688.0,1,1,0,0,1,1,1
1,2.95,16931.0,0,0,0,3,0,0,0
3,1.65,12856.0,1,1,0,0,1,1,1
2,8.95,17656.0,0,0,0,3,1,3,0
4,1.65,18116.0,0,0,0,3,0,0,0
10,1.25,15150.0,0,0,0,0,0,3,0
2,0.42,17073.0,0,0,0,3,0,0,0
2,3.75,16332.0,0,0,0,3,0,3,0
1,2.08,17290.0,0,0,0,3,0,0,0
-1,3.75,14911.0,1,1,0,0,1,3,1
1,0.95,17293.0,0,0,0,3,0,0,0
6,2.55,13468.0,1,1,0,0,1,1,1
2,1.45,17107.0,0,0,0,3,0,0,0
1,16.95,15916.0,1,1,0,1,3,1,1
20,2.08,17086.0,0,0,0,3,0,0,0
24,0.42,16340.0,0,0,0,3,0,0,0
10,2.95,17920.0,0,0,0,3,0,0,0
25,0.42,16759.0,0,0,0,3,0,0,0
1,0.42,16110.0,0,0,0,3,0,0,0
5,2.55,16936.0,0,0,0,3,0,0,0
2,1.65,17059.0,0,0,0,3,0,0,0
6,2.55,13510.0,1,1,0,0,1,1,1
3,4.95,13092.0,1,1,0,0,1,1,1
2,7.95,13023.0,1,1,0,1,1,1,1
12,1.25,17528.0,0,0,0,3,0,0,0
10,0.85,13081.0,1,1,0,0,1,1,1
3,2.95,18109.0,0,0,0,3,0,0,0
12,1.25,13266.0,1,1,0,0,1,1,1
8,1.25,13090.0,1,1,0,0,1,1,1
3,1.65,14730.0,1,1,0,0,1,3,1
10,2.95,16054.0,0,0,0,3,0,3,0
1,1.65,14954.0,1,1,0,0,0,3,1
2,1.95,16393.0,0,0,0,3,0,0,0
1,0.39,17357.0,0,0,0,3,0,0,0
6,1.25,15311.0,0,0,0,3,0,3,0
-1,10.95,17428.0,0,0,0,3,1,3,0
1,14.95,17515.0,0,0,0,1,3,3,0
12,1.25,15106.0,0,0,0,0,0,3,0
1,1.65,14688.0,1,1,0,0,1,3,1
12,1.65,15159.0,1,1,0,0,0,3,1
6,9.95,17675.0,0,0,0,3,1,3,0
2,1.25,16360.0,0,0,0,3,0,0,0
10,2.1,13985.0,1,1,0,0,1,1,1
5,4.95,16633.0,0,0,0,3,0,3,0
10,1.95,17509.0,0,0,0,3,0,0,0
4,2.49,15965.0,0,0,0,3,0,3,0
48,0.29,14911.0,1,1,0,0,1,3,1
1,1.45,14963.0,1,1,0,0,0,3,1
2,2.08,14713.0,1,1,0,0,1,3,1
-2,16.95,14794.0,1,1,0,1,3,1,1
4,1.25,15531.0,0,0,0,3,0,3,0
1,12.75,12682.0,1,1,0,1,1,1,1
2,1.25,17220.0,0,0,0,3,0,0,0
1,4.95,13435.0,1,1,0,0,1,1,1
3,2.08,13571.0,1,1,0,0,1,1,1
48,2.55,14088.0,1,1,0,0,1,1,1
36,1.25,12668.0,1,1,0,0,1,1,1
2,4.25,15005.0,1,1,0,0,1,3,1
1,5.95,12845.0,1,1,0,0,1,1,1
6,4.25,13883.0,1,1,0,0,1,1,1
24,0.55,13516.0,1,1,0,0,1,1,1
6,2.55,14911.0,1,1,0,0,1,3,1
1,2.55,13263.0,1,1,0,0,1,1,1
1,1.65,17827.0,0,0,0,3,0,0,0
12,1.95,13239.0,1,1,0,0,1,1,1
36,0.42,17890.0,0,0,0,3,0,0,0
12,0.39,13790.0,1,1,0,0,1,3,1
2,0.85,13474.0,1,1,0,0,1,1,1
5,1.95,14507.0,1,1,0,0,1,3,1
8,4.95,17682.0,0,0,0,3,0,0,0
-1,2.95,12572.0,1,1,0,0,1,1,1
4,3.75,13801.0,1,1,0,0,1,1,1
5,1.63,14096.0,1,1,0,0,1,1,1
24,0.55,14005.0,1,1,0,0,1,3,1
4,5.95,16905.0,0,0,0,3,0,3,0
1,2.95,14985.0,1,1,0,0,1,3,1
2,5.95,13448.0,1,1,0,0,1,1,1
1,2.95,13263.0,1,1,0,0,1,1,1
12,0.65,15601.0,0,0,0,3,0,3,0
24,2.1,17512.0,0,0,0,3,0,0,0
2,8.5,17693.0,0,0,0,3,0,3,0
1,4.25,13667.0,1,1,0,0,1,1,1
24,0.85,15296.0,0,0,0,0,1,3,0
16,0.42,14606.0,1,1,0,0,1,3,1
24,2.95,13458.0,1,1,0,0,1,1,1
10,2.08,14341.0,1,1,0,0,1,3,1
8,4.25,15108.0,1,1,0,0,1,3,1
3,1.25,14419.0,1,1,0,0,1,3,1
1,1.95,13700.0,1,1,0,0,1,1,1
96,1.25,13824.0,1,1,0,0,3,3,1
6,0.65,17841.0,0,0,0,3,0,0,0
24,1.65,13098.0,1,1,0,0,1,1,1
3,1.25,14730.0,1,1,0,0,1,3,1
12,1.65,14595.0,1,1,0,0,1,3,1
1,4.13,14096.0,1,1,0,0,1,1,1
12,0.39,16933.0,0,0,0,3,0,0,0
6,4.25,14829.0,1,1,0,0,1,1,1
6,4.65,17870.0,0,0,0,3,0,0,0
1,0.65,17813.0,0,0,0,3,0,0,0
2,2.95,16729.0,0,0,0,3,0,3,0
6,5.95,13990.0,1,1,0,0,1,1,1
3,1.25,14573.0,1,1,0,0,1,3,1
5,0.85,15334.0,0,0,0,3,0,3,0
8,4.95,12539.0,1,1,0,0,1,1,1
4,3.75,12444.0,1,1,0,0,1,1,1
2,2.95,15719.0,0,0,0,3,0,3,0
2,1.65,15700.0,0,0,0,3,0,3,0
48,0.06,14911.0,1,1,0,0,1,3,1
24,0.55,12619.0,1,1,0,0,1,1,1
3,1.65,15311.0,0,0,0,3,0,3,0
36,0.39,16188.0,0,0,0,3,1,0,0
4,0.85,15572.0,0,0,0,3,0,3,0
4,2.55,16401.0,0,0,0,3,0,3,0
1,1.65,16794.0,0,0,0,3,0,0,0
3,1.25,16883.0,0,0,0,3,0,0,0
24,0.79,15159.0,1,1,0,0,1,3,0
3,2.08,18122.0,0,0,0,3,0,0,0
6,2.95,14315.0,1,1,0,0,1,1,1
5,1.95,16030.0,0,0,0,3,0,3,0
3,5.95,14911.0,1,1,0,0,1,1,1
2,3.25,14534.0,1,1,0,0,1,1,1
4,0.55,17530.0,0,0,0,3,0,0,0
1,2.95,17811.0,0,0,0,3,0,0,0
12,1.69,15805.0,0,0,0,3,0,3,0
1,2.1,15471.0,0,0,0,3,0,3,0
8,3.95,18202.0,0,0,0,3,0,0,0
1,0.85,16324.0,0,0,0,3,0,0,0
6,2.55,16592.0,0,0,0,3,0,0,0
6,2.55,15044.0,1,1,0,0,0,3,1
12,2.95,16770.0,0,0,0,3,0,0,0
4,4.95,18265.0,0,0,0,3,0,0,0
-10,1.65,12567.0,1,1,0,0,1,1,1
12,3.75,15277.0,1,1,0,0,1,3,1
1,0.55,16713.0,0,0,0,3,0,0,0
8,0.83,14156.0,1,1,0,0,1,3,1
1,0.83,14096.0,1,1,0,0,1,3,1
1,9.95,16495.0,0,0,0,3,1,3,0
1,0.85,15872.0,0,0,0,3,0,3,0
12,2.1,16558.0,0,0,0,3,0,0,0
3,2.55,14504.0,1,1,0,0,1,3,1
12,0.39,12809.0,1,1,0,0,1,1,1
8,1.25,16161.0,0,0,0,3,0,0,0
2,7.95,16712.0,0,0,0,3,1,3,0
1,35.95,17655.0,1,1,-1,1,3,1,1
6,14.95,14646.0,1,1,0,1,1,1,1
96,0.39,12594.0,1,1,0,0,3,3,1
3,2.1,16549.0,0,0,0,3,0,0,0
24,0.85,15078.0,1,1,0,0,1,3,1
1,5.95,15952.0,0,0,0,3,1,3,0
100,2.1,18179.0,0,0,0,3,3,0,0
25,0.42,14844.0,1,1,0,0,1,3,1
27,0.95,17315.0,0,0,0,3,0,0,0
30,1.65,13098.0,1,1,0,0,1,1,1
2,12.75,14934.0,1,1,0,1,1,1,1
3,0.65,13137.0,1,1,0,0,1,1,1
12,0.19,17189.0,0,0,0,3,0,0,0
12,2.55,12764.0,1,1,0,0,1,1,1
6,2.08,17659.0,0,0,0,3,0,0,0
1,1.45,15311.0,0,0,0,3,0,3,0
1,1.25,17812.0,0,0,0,3,0,0,0
12,0.85,15608.0,0,0,0,3,0,3,0
144,0.72,16839.0,0,0,0,0,3,0,0
4,2.1,14800.0,1,1,0,0,1,3,1
10,1.65,13136.0,1,1,0,0,1,1,1
1,2.95,15581.0,0,0,0,3,0,3,0
3,2.08,17338.0,0,0,0,3,0,0,0
12,0.39,13069.0,1,1,0,0,1,1,1
4,3.75,17675.0,0,0,0,3,0,0,0
2,2.95,13571.0,1,1,0,0,1,1,1
12,1.25,17100.0,0,0,0,3,0,0,0
2,1.25,14606.0,1,1,0,0,1,3,1
96,0.72,16256.0,0,0,0,0,1,0,0
2,2.1,15535.0,0,0,0,3,0,3,0
2,5.95,14497.0,1,1,0,0,1,1,1
1,12.75,16987.0,0,0,0,1,1,3,0
10,1.65,17651.0,0,0,0,3,0,0,0
50,1.25,12931.0,1,1,0,0,1,1,1
12,1.25,14286.0,1,1,0,0,1,3,1
60,1.69,17340.0,0,0,0,3,1,0,0
8,1.25,13985.0,1,1,0,0,1,1,1
1,0.95,14524.0,1,1,0,0,1,3,1
24,4.25,15615.0,1,1,0,0,0,3,1
1,9.95,13263.0,1,1,0,1,1,1,1
1,25.0,12523.0,1,1,-1,1,3,1,1
1,4.95,17140.0,0,0,0,3,0,3,0
5,2.95,16727.0,0,0,0,3,0,0,0
3,5.75,15889.0,0,0,0,3,1,3,0
4,3.75,12352.0,1,1,0,0,1,1,1
12,1.65,17769.0,0,0,0,3,0,0,0
-1,8.95,13455.0,1,1,0,1,1,1,1
1,1.95,14395.0,1,1,0,0,1,3,1
25,0.42,14911.0,1,1,0,0,1,3,1
2,3.25,16393.0,0,0,0,3,0,3,0
24,0.55,13089.0,1,1,0,0,1,1,1
2,4.25,13869.0,1,1,0,0,1,1,1
2,8.5,14911.0,1,1,0,1,1,1,1
12,1.25,15394.0,0,0,0,0,0,3,0
50,4.65,16422.0,0,0,0,0,0,3,0
24,0.39,15189.0,0,0,0,0,1,3,0
2,7.65,12502.0,1,1,0,1,1,1,1
6,2.89,16212.0,0,0,0,3,0,3,0
1,2.46,14096.0,1,1,0,0,1,1,1
2,0.95,14178.0,1,1,0,0,1,3,1
4,4.25,17712.0,0,0,0,3,0,0,0
3,3.95,16367.0,0,0,0,3,0,3,0
3,0.85,17550.0,0,0,0,3,0,0,0
4,3.95,15713.0,0,0,0,3,0,3,0
48,2.31,18102.0,0,0,0,3,0,0,0
4,0.39,15644.0,0,0,0,3,0,3,0
-2,16.95,14747.0,1,1,0,1,3,1,1
2,0.85,15311.0,0,0,0,3,0,3,0
2,1.45,18118.0,0,0,0,3,0,0,0
32,2.55,16839.0,0,0,0,3,0,0,0
2,7.95,16655.0,0,0,0,3,1,3,0
4,8.25,16979.0,0,0,0,3,1,3,0
2,1.65,15005.0,1,1,0,0,0,3,1
12,1.95,16553.0,0,0,0,3,0,0,0
2,2.1,16960.0,0,0,0,3,0,0,0
24,0.39,15097.0,1,1,0,0,1,3,0
6,4.15,15159.0,1,1,0,0,1,3,1
4,3.75,13078.0,1,1,0,0,1,1,1
6,2.95,14312.0,1,1,0,0,1,1,1
12,1.25,15228.0,0,0,0,0,0,3,0
3,29.95,12757.0,1,1,-1,1,3,1,1
1,12.75,14502.0,1,1,0,1,1,1,1
1,1.65,17841.0,0,0,0,3,0,0,0
5,3.75,16416.0,0,0,0,3,0,3,0
6,5.95,13097.0,1,1,0,0,1,1,1
6,2.55,13305.0,1,1,0,0,1,1,1
2,0.85,17073.0,0,0,0,3,0,0,0
4,3.75,18150.0,0,0,0,3,0,0,0
4,1.65,15719.0,0,0,0,3,0,3,0
12,0.55,16216.0,0,0,0,3,0,0,0
10,1.65,12921.0,1,1,0,0,1,1,1
6,1.45,17841.0,0,0,0,3,0,0,0
12,0.42,17160.0,0,0,0,3,0,0,0
60,0.85,12683.0,1,1,0,0,1,1,1
2,8.5,17613.0,0,0,0,3,1,3,0
2,9.95,14911.0,1,1,0,1,1,1,1
1,2.55,17365.0,0,0,0,3,0,0,0
12,2.08,15856.0,0,0,0,3,0,3,0
2,2.95,15898.0,0,0,0,3,0,3,0
2,2.95,15356.0,0,0,0,0,0,3,0
1,1.25,14030.0,1,1,0,0,1,3,1
8,2.49,16317.0,0,0,0,3,0,3,0
10,1.65,17613.0,0,0,0,3,0,0,0
1,2.25,16697.0,0,0,0,3,0,0,0
3,4.95,17107.0,0,0,0,3,0,3,0
24,0.65,15205.0,0,0,0,0,1,3,0
1,2.95,17841.0,0,0,0,3,0,0,0
2,1.69,14723.0,1,1,0,0,1,3,1
30,0.85,13162.0,1,1,0,0,1,1,1
1,2.95,17059.0,0,0,0,3,0,0,0
4,1.95,14505.0,1,1,0,0,1,3,1
5,4.13,14096.0,1,1,0,0,1,1,1
12,0.42,12748.0,1,1,0,0,1,1,1
2,4.15,14056.0,1,1,0,0,1,1,1
3,0.85,15054.0,0,0,0,0,0,3,0
6,4.95,17050.0,0,0,0,3,0,3,0
100,3.39,14156.0,1,1,0,0,1,3,1
12,2.95,14851.0,1,1,0,0,1,3,1
5,2.46,14096.0,1,1,0,0,1,1,1
12,2.1,12712.0,1,1,0,0,1,1,1
3,0.55,14535.0,1,1,0,0,1,3,1
12,1.65,12626.0,1,1,0,0,1,1,1
12,2.55,18055.0,0,0,0,3,0,0,0
4,3.75,16173.0,0,0,0,3,0,3,0
3,4.25,13527.0,1,1,0,0,1,1,1
2,9.95,18229.0,0,0,0,3,3,3,0
2,2.1,16880.0,0,0,0,3,0,0,0
2,8.5,18221.0,0,0,0,3,0,3,0
1,7.95,13263.0,1,1,0,1,1,1,1
12,6.75,17511.0,0,0,0,3,0,3,0
6,1.25,14546.0,1,1,0,0,1,3,1
1,1.65,17841.0,0,0,0,3,0,0,0
4,4.15,18272.0,0,0,0,3,0,0,0
3,2.1,17811.0,0,0,0,3,0,0,0
1,4.25,15756.0,0,0,0,3,0,3,0
8,1.25,12541.0,1,1,0,0,1,1,1
10,2.95,16407.0,0,0,0,3,0,3,0
4,3.75,15601.0,0,0,0,0,0,3,0
5,2.08,17811.0,0,0,0,3,0,0,0
1,2.95,14606.0,1,1,0,0,1,3,1
24,0.42,15150.0,0,0,0,0,1,3,0
1,3.95,13838.0,1,1,0,0,1,1,1
2,1.25,17107.0,0,0,0,3,0,0,0
12,0.83,13571.0,1,1,0,0,1,1,1
12,2.89,12739.0,1,1,0,0,1,1,1
2,16.95,14239.0,1,1,0,1,3,1,1
24,0.55,12598.0,1,1,0,0,1,1,1
48,1.45,14646.0,1,1,0,0,1,3,1
4,4.15,15145.0,1,1,0,0,1,3,1
12,0.83,14911.0,1,1,0,0,1,3,1
1,2.1,14446.0,1,1,0,0,1,3,1
4,1.65,14159.0,1,1,0,0,1,3,1
6,3.25,17419.0,0,0,0,3,0,0,0
1,2.1,17967.0,0,0,0,3,0,0,0
12,2.95,15636.0,0,0,0,3,0,3,0
10,6.75,16525.0,0,0,0,3,0,3,0
24,0.29,13988.0,1,1,0,0,1,3,1
-1,2.95,13458.0,1,1,0,0,1,1,1
1,4.95,13798.0,1,1,0,0,1,1,1
12,0.39,13949.0,1,1,0,0,1,3,1
6,3.25,18248.0,0,0,0,3,0,0,0
1,1.25,17181.0,0,0,0,3,0,0,0
10,1.65,16455.0,0,0,0,3,0,0,0
10,1.65,17659.0,0,0,0,3,0,0,0
1,1.65,17841.0,0,0,0,3,0,0,0
1,0.39,17841.0,0,0,0,3,0,0,0
1,1.45,15719.0,0,0,0,3,0,3,0
48,0.65,15407.0,1,1,0,0,1,0,1
1,4.15,18122.0,0,0,0,3,0,0,0
1,3.75,14646.0,1,1,0,0,1,1,1
1,3.75,12748.0,1,1,0,0,1,1,1
2,1.25,13030.0,1,1,0,0,1,1,1
36,0.85,16126.0,0,0,0,3,1,0,0
2,1.25,16921.0,0,0,0,3,0,0,0
6,3.75,16670.0,0,0,0,3,0,3,0
2,1.65,16360.0,0,0,0,3,0,0,0
2,5.95,17848.0,0,0,0,3,0,3,0
6,3.75,13437.0,1,1,0,0,1,1,1
6,2.89,17411.0,0,0,0,3,0,0,0
1,6.25,16241.0,0,0,0,3,1,3,0
12,1.25,16931.0,0,0,0,3,0,0,0
25,0.42,13294.0,1,1,0,0,1,1,1
6,2.95,13069.0,1,1,0,0,1,1,1
6,2.95,15932.0,0,0,0,3,0,3,0
24,0.55,14426.0,1,1,0,0,1,3,1
48,0.29,18180.0,0,0,0,3,0,0,0
1,2.95,17841.0,0,0,0,3,0,0,0
5,1.25,14606.0,1,1,0,0,1,3,1
3,1.25,17377.0,0,0,0,3,0,0,0
1,4.25,15584.0,0,0,0,0,0,3,0
6,1.25,17218.0,0,0,0,3,0,0,0
1,2.08,16049.0,0,0,0,3,0,3,0
3,2.08,12867.0,1,1,0,0,1,1,1
6,2.95,12952.0,1,1,0,0,1,1,1
10,0.42,15555.0,0,0,0,3,0,3,0
2,0.42,13263.0,1,1,0,0,1,1,1
